Turning_Cut_Depth;Milling_Gear_Depth;Drilling_Surf_Quality;Drill_Pressure;Drilling_Speed;Turning_Rotation_Speed;Turning_Cut_Speed;Milling_Circle_Diameter;Drilling_Diameter;Turning_Shaft_Diameter;class
0.605;0.337;0.33;1.922;29.272;46.831;49.125;0.669;1.763;0.532;Failure
0.6;0.355;0.33;2.611;29.319;46.698;49.136;0.688;1.758;0.529;Failure
0.547;;0.33;3.84;30.597;46.468;49.116;0.781;1.741;0.531;Failure
0.591;0.35;0.329;1.813;27.254;46.587;49.151;0.553;1.749;;Failure
0.602;0.358;0.33;2.498;29.176;47.085;49.137;0.663;1.778;0.539;Failure
0.566;0.352;0.329;4.257;30.505;46.93;49.124;0.753;1.774;0.534;Failure
0.555;0.35;0.329;1.675;29.225;46.747;49.138;0.679;1.76;0.534;Failure
0.568;0.342;0.328;1.203;29.075;46.544;49.151;0.673;1.746;0.531;Failure
0.594;0.355;0.329;1.766;29.09;;;0.665;1.7;0.54;Failure
0.603;0.349;0.329;1.021;30.828;46.257;49.142;0.782;1.724;0.535;Failure
0.562;0.351;0.33;3.915;28.536;46.369;49.154;0.634;1.732;0.53;Failure
0.594;0.342;0.33;4.873;29.735;46.09;49.116;0.707;1.716;0.538;Failure
0.585;0.358;0.329;4.384;28.105;46.21;49.1;0.6;1.725;0.535;Failure
;0.365;0.33;3.789;28.391;46.964;49.144;0.622;1.776;0.531;Failure
0.592;0.365;0.329;3.687;28.978;46.287;49.156;0.665;1.728;0.53;Failure
0.585;0.362;0.331;2.254;28.355;47.005;49.112;0.629;1.777;0.53;Failure
0.593;0.363;0.33;;27.556;46.362;49.148;0.582;1.736;0.536;Failure
0.579;0.349;0.33;1.479;29.155;46.575;49.151;0.676;1.747;0.532;Failure
0.615;0.347;0.33;1.021;28.053;46.492;49.147;0.606;1.737;0.535;Failure
0.588;0.357;0.329;4.88;28.766;47.394;49.133;0.651;1.81;0.538;Failure
0.596;0.34;0.329;1.007;27.917;46.935;49.133;0.601;;0.538;Failure
0.576;0.345;0.331;3.14;30.72;47.08;49.128;0.771;1.784;0.538;Failure
0.565;0.34;0.331;1.831;31.095;47.917;49.141;0.774;1.845;0.535;Failure
0.606;0.354;0.331;4.863;29.617;48.366;49.167;0.698;1.88;0.533;Failure
0.578;0.34;0.331;4.485;30.351;47.449;49.138;0.746;1.81;0.534;Failure
0.578;0.344;0.332;2.23;30.352;;49.122;0.744;1.77;0.537;Failure
0.59;0.349;0.331;1.626;31.732;46.867;49.128;0.84;1.768;0.53;Failure
0.594;0.345;0.331;2.837;30.476;47.206;49.157;0.75;1.792;0.538;Failure
0.597;0.357;0.331;4.694;29.363;47.113;49.151;0.691;1.787;0.532;Failure
0.584;0.353;0.33;4.112;30.058;46.663;49.141;0.721;1.758;0.536;Failure
0.57;0.35;0.332;3.647;30.36;47.02;49.105;0.754;1.777;0.535;Failure
0.567;0.36;0.33;3.553;30.257;46.352;49.13;0.748;1.73;0.538;Failure
0.578;0.359;0.33;1.491;29.118;47.142;49.132;0.679;1.788;0.537;Failure
0.585;0.368;0.329;2.207;30.294;47.105;49.135;0.754;1.783;0.537;Failure
0.58;0.356;0.328;2.876;31.167;46.195;49.122;0.806;1.718;0.536;Failure
0.565;0.351;0.329;1.645;31.209;46.37;49.143;0.795;1.731;0.541;Failure
0.556;0.358;0.329;4.734;31.6;47.462;49.133;0.825;1.814;0.537;Failure
0.584;0.36;0.329;2.162;30.243;46.151;49.134;0.742;1.723;0.542;Failure
0.568;0.355;0.328;3.226;30.263;45.841;49.129;0.746;1.691;0.537;Failure
0.544;0.362;0.33;4.011;30.455;47.028;49.119;0.759;1.779;0.543;Failure
0.577;0.359;0.328;4.675;31.23;46.552;49.148;0.806;1.749;0.541;Failure
0.573;0.365;0.329;3.282;30.69;47.131;49.118;0.762;1.787;0.531;Failure
0.551;0.361;0.328;1.143;30.775;46.193;49.121;0.774;1.721;0.54;Failure
0.552;0.351;0.328;4.548;29.275;46.78;49.143;0.678;1.759;;Failure
0.563;0.354;0.328;4.699;29.415;47.125;49.128;0.688;1.787;0.534;Failure
0.566;0.368;0.328;1.611;29.249;46.624;49.146;0.668;1.752;0.534;Failure
0.555;0.365;0.329;2.424;29.094;47.243;49.135;0.673;1.805;0.538;Failure
0.554;0.365;0.327;1.504;29.803;46.863;49.119;0.724;1.771;0.536;Failure
0.577;0.374;0.328;1.828;30.955;46.828;49.127;0.793;1.761;0.543;Failure
0.596;0.364;0.328;4.025;29.173;47.79;49.143;0.677;1.835;0.54;Failure
0.58;0.379;0.328;3.34;30.285;47.623;49.148;0.743;1.824;0.536;Failure
0.57;0.353;0.328;2.559;29.4;47.464;49.135;0.681;1.812;0.539;Failure
0.575;0.359;0.328;4.016;28.861;46.854;49.137;0.653;1.769;0.536;Failure
0.573;0.366;0.33;1.147;29.14;47.183;49.148;0.678;1.788;0.536;Failure
0.589;0.37;0.329;2.183;29.977;46.775;49.132;0.73;1.76;0.539;Failure
0.576;0.381;0.329;1.577;29.575;46.737;49.139;0.69;1.754;0.539;Failure
0.591;0.367;0.328;1.149;30.337;46.366;49.146;0.746;1.731;0.539;Failure
0.585;0.352;0.328;3.209;28.515;46.423;49.127;0.634;1.73;0.537;Failure
0.61;0.36;0.329;1.243;28.409;47.387;49.119;0.64;1.808;0.543;Failure
0.588;0.343;0.329;1.782;28.067;46.876;49.155;0.613;1.77;0.539;Failure
0.56;0.362;0.329;3.577;28.511;47.237;49.135;0.641;1.792;0.539;Failure
0.568;0.348;0.33;1.106;28.915;46.629;49.121;0.662;1.753;0.537;Failure
0.59;0.349;0.33;3.977;28.205;46.457;49.139;0.628;1.738;0.541;Failure
0.581;0.341;0.331;2.648;29.588;47.035;49.124;0.712;1.787;0.537;Failure
0.599;0.337;0.33;3.616;30.816;47.07;49.123;0.765;1.783;0.533;Failure
0.566;0.34;0.331;3.014;28.59;47.035;49.121;0.639;1.78;0.534;Failure
0.605;0.363;0.331;2.322;30.287;47.193;49.132;0.746;1.797;0.537;Failure
0.591;0.347;0.332;2.134;28.474;46.477;49.117;0.624;1.739;0.534;Failure
0.602;0.355;0.332;2.805;28.149;46.409;49.136;0.629;1.733;0.533;Failure
0.611;0.362;0.332;3.458;29.825;47.012;49.128;0.714;1.781;0.531;Failure
0.579;0.339;0.331;1.774;29.106;47.062;49.109;0.668;1.787;0.538;Failure
0.585;0.343;0.331;1.717;30.491;46.56;49.114;0.754;1.748;0.53;Failure
0.585;0.339;0.332;4.327;29.154;46.493;49.131;0.671;1.74;0.534;Failure
0.584;0.365;0.33;1.245;30.884;47.478;49.129;0.791;1.814;0.528;Failure
0.58;0.349;0.331;3.05;29.754;47.317;49.147;0.709;1.799;0.533;Failure
0.598;0.348;0.331;4.292;29.039;47.06;49.141;0.674;1.786;0.53;Failure
0.561;0.351;0.332;3.28;32.347;47.18;49.137;0.873;1.794;0.534;Failure
0.575;0.344;0.332;4.78;30.912;47.455;49.149;0.779;1.809;0.535;Failure
0.567;0.347;0.333;4.195;30.225;47.046;49.136;0.741;1.775;0.535;Failure
0.537;0.34;0.331;4.263;30.924;46.91;49.108;0.785;1.776;0.531;Failure
0.591;0.35;0.331;3.994;31.171;47.122;49.137;0.798;1.79;0.537;Failure
0.563;0.348;0.331;3.979;29.675;46.854;49.129;0.698;1.768;0.535;Failure
0.549;0.349;0.331;3.325;29.659;47.305;49.119;0.708;1.802;0.534;Failure
0.546;0.335;0.33;2.315;28.69;46.875;49.144;0.644;1.777;0.532;Failure
0.538;0.356;0.331;1.779;30.151;47.464;49.13;0.735;1.815;0.536;Failure
0.543;0.347;0.33;1.068;31.334;47.34;49.148;0.8;1.804;0.536;Failure
0.536;0.37;0.33;2.254;31.758;48.002;49.122;0.833;1.854;0.537;Failure
0.542;0.352;0.329;3.994;28.871;46.846;49.125;0.66;1.77;0.539;Failure
0.535;0.366;0.329;4.908;29.065;47.857;49.146;0.67;1.853;0.54;Failure
0.518;0.351;0.329;4.265;30.751;47.721;49.144;0.768;1.83;0.542;Failure
0.54;0.352;0.328;1.773;31.328;48.066;49.129;0.812;1.852;0.538;Failure
0.544;0.361;0.329;2.986;29.909;48.626;49.137;0.72;1.9;0.539;Failure
0.553;0.367;0.328;3.384;29.509;48.09;49.136;0.702;1.859;0.543;Failure
0.512;0.358;0.327;3.554;30.596;48.376;49.153;0.767;1.882;0.543;Failure
0.525;0.368;0.326;2.317;28.829;47.791;49.157;0.659;1.833;0.546;Failure
0.548;0.368;0.327;1.755;27.805;48.246;49.144;0.596;1.866;0.546;Failure
0.542;0.346;0.326;2.752;28.371;47.545;49.131;0.63;1.824;0.546;Failure
0.561;0.364;0.325;1.664;29.057;48.071;49.105;0.661;1.853;0.546;Failure
0.559;0.341;0.327;1.243;30.542;47.551;49.154;0.762;1.825;0.544;Failure
0.567;0.359;0.324;3.76;28.684;46.895;49.143;0.647;1.777;0.543;Failure
0.563;0.374;0.326;2.111;28.878;47.534;49.135;0.66;1.807;0.547;Failure
0.59;0.364;0.324;2.811;28.518;47.855;49.139;0.638;1.84;0.544;Failure
0.558;0.365;0.325;1.931;27.606;47.277;49.146;0.578;1.798;0.545;Failure
0.562;0.359;0.326;2.293;27.165;47.098;49.153;0.552;1.788;0.544;Failure
0.575;0.373;0.325;2.213;28.066;47.609;49.16;0.606;1.82;0.544;Failure
0.59;0.36;0.325;2.047;24.879;46.845;49.148;0.421;1.76;0.54;Failure
0.568;0.366;0.325;3.431;26.369;47.653;49.126;0.497;1.825;0.541;Failure
0.593;0.369;0.324;2.856;28.262;47.735;49.155;0.617;1.829;0.539;Failure
0.612;0.378;0.325;2.63;26.818;47.17;49.142;0.533;1.792;0.543;Failure
0.591;0.377;0.325;3.357;26.385;47.519;49.157;0.502;1.815;0.541;Failure
0.593;0.369;0.324;2.908;26.825;46.763;49.153;0.54;1.768;0.54;Failure
0.593;0.383;0.325;1.068;27.297;46.45;49.15;0.565;1.737;0.541;Failure
0.596;0.385;0.326;2.34;28.385;46.487;49.134;0.628;1.742;0.536;Failure
0.607;0.38;0.327;2.586;28.573;46.57;49.143;0.64;1.744;0.542;Failure
0.61;0.386;0.327;1.564;28.521;46.488;49.142;0.641;1.736;0.534;Failure
0.59;0.394;0.327;3.97;28.321;46.719;49.13;0.62;1.756;0.54;Failure
0.611;0.392;0.328;4.527;28.489;47.178;49.161;0.634;1.786;0.54;Failure
0.599;0.395;0.328;3.284;28.512;46.292;49.144;0.643;1.727;0.539;Failure
0.599;0.386;0.328;3.324;28.511;46.672;49.139;0.627;1.756;0.544;Failure
0.601;0.397;0.328;1.495;28.177;47.247;49.159;0.629;1.798;0.542;Failure
0.612;0.391;0.329;3.481;27.899;47.11;49.132;0.591;1.782;0.544;Failure
0.598;0.385;0.327;1.92;29.455;46.579;49.143;0.704;1.751;0.543;Failure
0.579;0.365;0.328;1.507;27.281;47.06;49.134;0.565;1.779;0.541;Failure
0.582;0.384;0.329;1.624;27.115;46.973;49.125;0.544;1.774;0.543;Failure
0.601;0.374;0.33;1.557;26.832;47.145;49.129;0.533;1.785;0.539;Failure
0.586;0.377;0.329;4.067;26.151;46.577;49.159;0.505;1.746;0.54;Failure
0.586;0.387;0.329;4.473;26.776;47.912;49.132;0.525;1.847;0.541;Failure
0.569;0.364;0.329;4.317;28.016;47.089;49.151;0.611;1.781;0.539;Failure
0.576;0.369;0.328;4.096;29.377;48.042;49.162;0.692;1.854;0.541;Failure
0.594;0.373;0.329;3.583;27.547;47.269;49.127;0.573;1.795;0.541;Failure
0.576;0.375;0.329;4.237;27.702;47.837;49.124;0.584;1.843;0.539;Failure
0.589;0.371;0.328;3.311;26.877;47.248;49.136;0.541;1.797;0.541;Failure
0.584;0.353;0.33;4.102;27.796;47.318;49.112;0.588;1.804;0.537;Failure
0.584;0.379;0.329;3.421;28.509;47.388;49.125;0.633;1.811;0.541;Failure
0.574;0.367;0.329;3.103;29.438;46.934;49.143;0.679;1.778;0.54;Failure
0.585;0.363;0.329;4.633;26.972;47.077;49.152;0.534;1.781;0.542;Failure
0.601;0.369;0.328;4.63;28.263;46.517;49.136;0.626;1.744;0.541;Failure
0.58;0.363;0.331;1.762;28.752;46.854;49.169;0.651;1.765;0.544;Failure
0.568;0.364;0.329;4.72;28.956;46.481;49.147;0.661;1.738;0.542;Failure
0.585;0.371;0.33;1.886;27.981;46.993;49.126;0.602;1.778;0.542;Failure
0.596;0.393;0.329;2.52;27.77;47.297;49.16;0.597;1.798;0.538;Failure
0.58;0.365;0.329;1.561;30.055;46.927;49.142;0.732;1.776;0.541;Failure
0.595;0.367;0.329;1.82;29.795;46.909;49.137;0.712;1.77;0.543;Failure
0.591;0.368;0.328;2.558;29.282;47.718;49.146;0.677;1.827;0.536;Failure
0.59;0.364;0.33;1.827;28.913;47.302;49.124;0.658;1.796;0.542;Failure
0.549;0.353;0.329;4.602;28.044;47.018;49.149;0.605;1.778;0.545;Failure
0.575;0.35;0.329;1.803;27.387;48.06;49.119;0.579;1.856;0.542;Failure
0.566;0.366;0.328;1.089;29.495;47.338;49.143;0.705;1.804;0.543;Failure
0.586;0.378;0.329;1.307;29.781;47.073;49.114;0.707;1.786;0.542;Failure
0.579;0.36;0.328;4.361;30.091;46.551;49.142;0.733;1.745;0.539;Failure
0.585;0.368;0.329;3.426;30.302;47.129;49.138;0.749;1.789;0.545;Failure
0.547;0.368;0.329;4.08;30.796;46.771;49.127;0.786;1.766;0.539;Failure
0.582;0.376;0.328;1.35;27.494;46.718;49.143;0.565;1.76;0.54;Failure
0.609;0.378;0.329;3.703;27.174;47.345;49.143;0.546;1.804;0.538;Failure
0.578;0.371;0.33;4.696;28.405;47.439;49.127;0.644;1.809;0.541;Failure
0.574;0.376;0.33;1.694;27.428;47.207;49.15;0.574;1.796;0.544;Failure
0.557;0.369;0.329;1.644;29.364;47.111;49.145;0.697;1.786;0.545;Failure
0.58;0.368;0.33;1.387;27.108;46.932;49.142;0.558;1.774;0.541;Failure
0.579;0.375;0.329;1.587;28.904;46.641;49.12;0.666;1.749;0.544;Failure
0.589;0.376;0.331;2.283;28.811;46.787;49.146;0.653;1.765;0.542;Failure
0.599;0.381;0.329;2.811;29.869;46.727;49.143;0.72;1.76;0.539;Failure
0.589;0.374;0.329;4.465;28.362;47.033;49.122;0.63;1.78;0.542;Failure
0.573;0.366;0.329;2.118;28.885;47.658;49.149;0.676;1.829;0.541;Failure
0.586;0.36;0.33;4.297;28.889;46.497;49.14;0.66;1.741;0.544;Failure
0.572;0.357;0.33;3.187;30.053;47.035;49.137;0.722;1.778;0.539;Failure
0.582;0.371;0.332;4.104;28.954;47.658;49.155;0.655;1.829;0.541;Failure
0.576;0.361;0.33;4.539;29.659;46.821;49.12;0.709;1.764;0.542;Failure
0.598;0.369;0.33;4.113;27.874;46.056;49.126;0.595;1.708;0.54;Failure
0.573;0.377;0.329;4.188;30.024;47.117;49.151;0.733;1.793;0.537;Failure
0.589;0.36;0.331;3.129;30.347;46.853;49.141;0.756;1.763;0.538;Failure
0.573;0.369;0.331;4.016;28.837;47.564;49.122;0.649;1.821;0.538;Failure
0.578;0.39;0.33;2.124;28.869;46.972;49.111;0.652;1.776;0.54;Failure
0.596;0.375;0.33;4.661;29.895;46.757;49.151;0.716;1.764;0.541;Failure
0.592;0.362;0.331;4.362;29.408;47.534;49.12;0.694;1.819;0.541;Failure
0.565;0.361;0.33;3.719;28.452;46.689;49.136;0.625;1.757;0.54;Failure
0.553;0.375;0.331;3.629;28.658;47.303;49.151;0.639;1.787;0.538;Failure
0.571;0.373;0.331;3.763;29.11;46.237;49.142;0.681;1.725;0.541;Failure
0.572;0.374;0.33;1.16;30.344;47.598;49.131;0.755;1.818;0.542;Failure
0.582;0.372;0.329;1.862;29.385;47.332;49.153;0.691;1.804;0.541;Failure
0.566;0.368;0.33;1.123;27.665;47.3;49.14;0.582;1.801;0.541;Failure
0.591;0.357;0.33;1.323;27.63;47.179;49.139;0.588;1.791;0.543;Failure
0.577;0.377;0.331;2.824;27.656;47.526;49.163;0.583;1.813;0.538;Failure
0.597;0.364;0.33;4.88;28.216;46.877;49.129;0.615;1.768;0.535;Failure
0.551;0.355;0.33;1.023;28.982;48.111;49.135;0.663;1.863;0.537;Failure
0.585;0.371;0.33;1.394;28.226;47.262;49.129;0.616;1.799;0.541;Failure
0.573;0.384;0.329;3.469;29.07;47.41;49.12;0.67;1.815;0.541;Failure
0.572;0.377;0.33;1.987;27.645;47.567;49.137;0.575;1.823;0.544;Failure
0.571;0.372;0.331;4.416;30.174;47.167;49.156;0.741;1.791;0.547;Failure
0.59;0.379;0.33;4.39;28.994;46.679;49.133;0.667;1.753;0.54;Failure
0.61;0.384;0.331;4.831;29.353;47.306;49.127;0.696;1.801;0.542;Failure
0.57;0.378;0.331;3.641;30.272;47.216;49.145;0.744;1.793;0.538;Failure
0.591;0.395;0.33;4.985;29.581;47.359;49.127;0.707;1.808;0.54;Failure
0.613;0.389;0.331;1.363;29.793;47.188;49.138;0.717;1.797;0.539;Failure
0.585;0.378;0.33;3.036;31.656;46.213;49.127;0.821;1.72;0.54;Failure
0.582;0.374;0.332;3.673;31.611;47.118;49.141;0.822;1.789;0.544;Failure
0.582;0.388;0.331;4.762;31.374;46.906;49.121;0.812;1.771;0.542;Failure
0.586;0.364;0.331;3.556;28.911;47.021;49.139;0.659;1.785;0.54;Failure
0.559;0.361;0.33;1.438;29.397;47.519;49.142;0.683;1.814;0.537;Failure
0.566;0.362;0.332;1.04;29.919;47.099;49.117;0.729;1.79;0.538;Failure
0.578;0.375;0.331;4.702;29.644;47.093;49.124;0.708;1.785;0.541;Failure
0.557;0.358;0.332;1.388;29.21;47.331;49.135;0.682;1.798;0.545;Failure
0.586;0.373;0.331;2.239;30.022;46.826;49.16;0.731;1.763;0.541;Failure
0.568;0.365;0.331;1.724;29.257;46.959;49.125;0.679;1.774;0.539;Failure
0.593;0.366;0.331;3.969;27.762;47.312;49.138;0.585;1.804;0.543;Failure
0.597;0.375;0.33;4.647;30.822;47.021;49.142;0.785;1.781;0.548;Failure
0.597;0.369;0.33;2.001;29.485;47.084;49.124;0.702;1.787;0.543;Failure
0.583;0.355;0.331;4.076;29.974;46.994;49.137;0.727;1.779;0.542;Failure
0.577;0.379;0.33;4.695;29.509;47.717;49.131;0.702;1.83;0.547;Failure
0.599;0.37;0.331;1.495;27.486;47.232;49.148;0.579;1.788;0.54;Failure
0.617;0.381;0.331;1.354;29.444;47.636;49.143;0.704;1.827;0.543;Failure
0.59;0.378;0.33;2.735;28.964;47.79;49.138;0.666;1.833;0.545;Failure
0.587;0.377;0.33;3.12;28.744;47.597;49.156;0.648;1.821;0.543;Failure
0.605;0.382;0.329;2.737;29.313;47.546;49.137;0.691;1.823;0.544;Failure
0.608;0.38;0.33;4.797;28.546;47.898;49.123;0.638;1.848;0.545;Failure
0.586;0.381;0.33;1.727;28.993;47.765;49.152;0.677;1.834;0.541;Failure
0.584;0.388;0.33;3.882;27.797;47.913;49.139;0.594;1.841;0.542;Failure
0.577;0.387;0.33;4.077;28.623;46.931;49.133;0.649;1.769;0.538;Failure
0.57;0.378;0.329;1.281;28.119;47.719;49.135;0.607;1.825;0.541;Failure
0.588;0.396;0.328;3.754;29.642;48.163;49.155;0.698;1.866;0.541;Failure
0.587;0.39;0.33;3.35;28.478;47.849;49.151;0.636;1.848;0.543;Failure
0.595;0.382;0.33;4.612;28.442;47.804;49.151;0.633;1.841;0.543;Failure
0.586;0.387;0.33;2.656;28.766;47.217;49.138;0.649;1.793;0.548;Failure
0.604;0.381;0.33;4.319;28.715;47.597;49.138;0.646;1.82;0.543;Failure
0.586;0.377;0.331;4.334;28.102;47.845;49.137;0.616;1.841;0.544;Failure
0.613;0.378;0.33;2.266;27.361;47.159;49.125;0.578;1.791;0.543;Failure
0.622;0.388;0.332;4.92;28.89;47.676;49.149;0.658;1.83;0.539;Failure
0.577;0.375;0.331;3.323;27.91;47.132;49.14;0.603;1.792;0.54;Failure
0.614;0.371;0.332;4.978;28.174;46.94;49.136;0.619;1.771;0.541;Failure
0.604;0.386;0.332;2.735;28.118;47.093;49.146;0.607;1.77;0.541;Failure
0.61;0.365;0.331;2.394;27.499;47.338;49.159;0.578;1.803;0.547;Failure
0.585;0.364;0.332;3.27;27.49;46.903;49.134;0.576;1.771;0.543;Failure
0.585;0.374;0.331;2.202;29.762;47.429;49.145;0.71;1.802;0.543;Failure
0.597;0.372;0.333;3.805;28.409;47.647;49.13;0.637;1.824;0.544;Failure
0.559;0.375;0.331;3.799;28.85;47.895;49.126;0.662;1.848;0.537;Failure
0.586;0.374;0.334;4.592;28.262;47.647;49.128;0.619;1.822;0.536;Failure
0.6;0.366;0.332;2.362;29.974;48.12;49.108;0.732;1.861;0.541;Failure
0.564;0.379;0.332;2.741;28.982;47.455;49.129;0.671;1.814;0.544;Failure
0.572;0.366;0.332;3.058;29.375;47.176;49.148;0.689;1.793;0.541;Failure
0.57;0.377;0.333;3.761;29.312;47.14;49.152;0.687;1.793;0.54;Failure
0.578;0.383;0.333;2.614;29.214;47.9;49.142;0.673;1.849;0.542;Failure
0.581;0.381;0.333;3.953;27.934;47.149;49.131;0.603;1.79;0.542;Failure
0.555;0.379;0.333;4.803;30.257;46.838;49.148;0.744;1.767;0.542;Failure
0.564;0.383;0.333;1.531;29.356;47.891;49.139;0.689;1.844;0.542;Failure
0.587;0.385;0.332;1.478;29.088;47.342;49.126;0.671;1.804;0.54;Failure
0.563;0.375;0.334;1.761;29.368;47.467;49.155;0.701;1.813;0.544;Failure
0.595;0.361;0.332;2.373;30.2;47.416;49.136;0.739;1.803;0.54;Failure
0.574;0.37;0.333;3.796;28.195;47.068;49.138;0.618;1.781;0.537;Failure
0.555;0.376;0.334;1.173;28.627;46.899;49.12;0.649;1.771;0.542;Failure
0.553;0.396;0.332;2.022;28.981;47.305;49.133;0.659;1.786;0.543;Failure
0.597;0.382;0.332;4.103;27.494;47.412;49.104;0.576;1.807;0.542;Failure
0.559;0.383;0.331;1.527;30.454;47.177;49.125;0.754;1.787;0.544;Failure
0.566;0.378;0.332;2.335;30.916;47.426;49.136;0.781;1.808;0.544;Failure
0.569;0.398;0.332;4.046;29.977;47.111;49.142;0.734;1.789;0.544;Failure
0.588;0.387;0.332;3.227;28.576;47.078;49.14;0.635;1.789;0.547;Failure
0.565;0.387;0.332;3.188;29.122;46.46;49.145;0.676;1.733;0.544;Failure
0.575;0.402;0.332;4.526;29.259;47.063;49.146;0.683;1.783;0.541;Failure
0.572;0.385;0.331;4.152;29.961;46.472;49.148;0.729;1.736;0.544;Failure
0.538;0.393;0.332;3.021;28.891;47.675;49.15;0.658;1.822;0.544;Failure
0.591;0.386;0.331;4.526;29.498;46.792;49.143;0.697;1.761;0.544;Failure
0.57;0.387;0.331;4.744;26.962;46.866;49.161;0.55;1.765;0.545;Failure
0.554;0.396;0.33;1.678;29.054;46.464;49.156;0.67;1.731;0.548;Failure
0.561;0.391;0.331;3.542;30.073;46.609;49.126;0.729;1.752;0.541;Failure
0.564;0.389;0.33;1.693;30.625;46.79;49.174;0.765;1.764;0.544;Failure
0.574;0.377;0.33;1.887;29.034;46.65;49.123;0.674;1.756;0.541;Failure
0.577;0.381;0.33;4.655;28.745;46.866;49.12;0.665;1.768;0.544;Failure
0.56;0.369;0.331;4.917;26.883;47.038;49.152;0.537;1.783;0.543;Failure
0.556;0.364;0.33;4.882;27.49;47.134;49.151;0.582;1.788;0.541;Failure
0.564;0.368;0.329;3.918;28.481;46.99;49.149;0.644;1.777;0.544;Failure
0.568;0.375;0.33;3.27;28.152;47.757;49.156;0.625;1.835;0.542;Failure
0.556;0.377;0.33;2.488;28.78;47.199;49.138;0.668;1.786;0.548;Failure
0.556;0.384;0.33;2.483;27.377;46.639;49.125;0.567;1.749;0.543;Failure
0.575;0.377;0.331;3.716;27.344;47.068;49.146;0.561;1.781;0.542;Failure
0.58;0.349;0.331;1.582;26.204;46.803;49.149;0.498;1.762;0.536;Failure
0.604;0.374;0.33;1.462;26.062;46.578;49.161;0.494;1.75;0.539;Failure
0.597;0.367;0.33;1.567;26.509;47.055;49.134;0.533;1.782;0.539;Failure
0.59;0.382;0.331;2.205;28.699;47.809;49.151;0.653;1.838;0.542;Failure
0.568;0.377;0.331;2.153;27.35;46.544;49.153;0.561;1.747;0.541;Failure
0.615;0.378;0.332;2.395;27.726;47.211;49.143;0.588;1.797;0.536;Failure
0.57;0.392;0.331;3.685;29.467;47.324;49.134;0.69;1.798;0.54;Failure
0.603;0.381;0.331;1.774;29.019;47.763;49.134;0.667;1.832;0.544;Failure
0.596;0.4;0.332;3.212;29.821;47.62;49.154;0.717;1.825;0.541;Failure
0.592;0.375;0.331;2.92;27.989;48.467;49.15;0.604;1.886;0.544;Failure
0.597;0.384;0.332;2.935;28.399;47.348;49.15;0.624;1.802;0.54;Failure
0.592;0.371;0.331;4.235;26.33;47.16;49.143;0.509;1.791;0.534;Failure
0.595;0.38;0.332;2.494;28.879;47.692;49.143;0.66;1.832;0.54;Failure
0.593;0.374;0.331;2.703;27.772;47.422;49.136;0.588;1.808;0.542;Failure
0.583;0.376;0.332;2.683;28.094;47.171;49.132;0.614;1.783;0.545;Failure
0.601;0.37;0.331;3.873;27.957;47.494;49.15;0.603;1.818;0.543;Failure
0.596;0.385;0.331;1.944;27.294;48.246;49.138;0.567;1.864;0.544;Failure
0.605;0.375;0.332;3.761;26.391;47.908;49.149;0.511;1.832;0.546;Failure
0.586;0.378;0.332;1.345;28.057;46.875;49.15;0.609;1.773;0.542;Failure
0.596;0.375;0.331;3.154;26.286;47.34;49.146;0.493;1.8;0.543;Failure
0.591;0.384;0.332;2.765;28.039;47.816;49.125;0.618;1.833;0.543;Failure
0.586;0.382;0.334;3.1;26.928;47.843;49.151;0.552;1.837;0.544;Failure
0.597;0.379;0.333;2.498;27.545;47.261;49.16;0.583;1.795;0.545;Failure
0.587;0.391;0.332;1.094;28.758;46.284;49.146;0.652;1.724;0.546;Failure
0.595;0.374;0.333;1.243;28.126;47.269;49.135;0.615;1.801;0.543;Failure
0.566;0.371;0.335;4.64;28.667;47.482;49.132;0.65;1.818;0.543;Failure
0.592;0.376;0.333;1.896;26.84;46.314;49.132;0.533;1.727;0.542;Failure
0.597;0.393;0.333;3.884;30.408;46.462;49.142;0.752;1.738;0.547;Failure
0.587;0.374;0.333;2.824;29.371;46.375;49.146;0.684;1.729;0.545;Failure
0.582;0.394;0.334;3.661;29.661;46.687;49.128;0.689;1.757;0.544;Failure
0.599;0.387;0.334;2.137;29.685;47.11;49.138;0.715;1.787;0.55;Failure
0.554;0.389;0.333;2.171;29.77;46.641;49.155;0.717;1.748;0.544;Failure
0.578;0.387;0.333;3.575;29.268;47.238;49.145;0.685;1.788;0.543;Failure
0.595;0.382;0.333;1.036;28.612;47.545;49.119;0.647;1.821;0.548;Failure
0.584;0.371;0.333;1.128;28.684;46.632;49.137;0.652;1.757;0.546;Failure
0.593;0.383;0.332;2.778;28.971;46.842;49.142;0.681;1.766;0.546;Failure
0.586;0.387;0.335;2.956;29.316;47.165;49.13;0.699;1.794;0.54;Failure
0.585;0.373;0.333;1.982;27.994;47.149;49.152;0.609;1.793;0.54;Failure
0.572;0.372;0.333;1.71;27.995;47.456;49.165;0.602;1.815;0.542;Failure
0.577;0.383;0.332;1.477;31.229;47.393;49.16;0.802;1.81;0.545;Failure
0.572;0.398;0.333;2.977;28.132;46.927;49.154;0.623;1.774;0.542;Failure
0.589;0.386;0.333;2.141;30.596;46.111;49.134;0.774;1.712;0.548;Failure
0.553;0.376;0.333;3.442;28.561;47.328;49.142;0.643;1.805;0.546;Failure
0.589;0.392;0.332;1.083;29.365;46.774;49.15;0.682;1.762;0.54;Failure
